Thu Feb  6 11:14:33 2025    profile_output.prof

         13895108 function calls (13725468 primitive calls) in 10.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9244    0.011    0.000    0.054    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:51(_wrapfunc)
    20381    0.008    0.000    0.052    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\artist.py:414(pchanged)
    12589    0.009    0.000    0.052    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\artist.py:102(_stale_axes_callback)
     6042    0.005    0.000    0.050    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\cbook.py:871(get_siblings)
       48    0.000    0.000    0.050    0.001 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\axis.py:534(__get__)
       98    0.003    0.000    0.050    0.001 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\code\simulationsingle.py:79(apply_bandwidth_filter_single)
        6    0.000    0.000    0.050    0.008 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\pyplot.py:1171(close)
     1328    0.005    0.000    0.050    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\text.py:194(update)
        6    0.000    0.000    0.050    0.008 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\_pylab_helpers.py:44(destroy)
      607    0.001    0.000    0.050    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\artist.py:1013(set_alpha)
        6    0.000    0.000    0.049    0.008 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:584(destroy)
3322/3131    0.046    0.000    0.048    0.000 <frozen abc>:121(__subclasscheck__)
       42    0.001    0.000    0.048    0.001 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:748(_set_image_for_button)
    89869    0.029    0.000    0.048    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\__init__.py:698(_get)
13776/13486    0.008    0.000    0.047    0.000 C:\Users\leavi\AppData\Local\Programs\Python\Python313\Lib\contextlib.py:145(__exit__)
      306    0.001    0.000    0.047    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\ticker.py:735(set_locs)
    20453    0.024    0.000    0.047    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\cbook.py:348(process)
   307111    0.045    0.000    0.045    0.000 {method 'get' of 'dict' objects}
    18276    0.017    0.000    0.045    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\numpy\_core\fromnumeric.py:69(_wrapreduction)
        6    0.000    0.000    0.044    0.007 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:597(delayed_destroy)
        6    0.000    0.000    0.044    0.007 C:\Users\leavi\AppData\Local\Programs\Python\Python313\Lib\tkinter\__init__.py:2499(destroy)
    10032    0.004    0.000    0.043    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\transforms.py:1782(transform)
     7535    0.014    0.000    0.042    0.000 {built-in method builtins.sorted}
     2270    0.005    0.000    0.042    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\matplotlib\font_manager.py:556(wrapper)
       96    0.001    0.000    0.041    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\PIL\ImageTk.py:92(__init__)
      196    0.001    0.000    0.040    0.000 C:\Users\leavi\OneDrive\Dokumente\Uni\Semester 7\NeuMoQP\Programm\.venv\Lib\site-packages\scipy\fft\_pocketfft\basic.py:11(c2c)
