length_multiply,mpn_s,mpn_d,desired_p_decoy,desired_p_z_alice,factor_x_mud,SKR
10000000.0,0.15,0.075,0.44,0.38,1,[2640658.6116821]
10000000.0,0.15,0.075,0.44,0.4,1,[2779356.39927393]
10000000.0,0.15,0.075,0.44,0.42000000000000004,1,[2917994.90250009]
10000000.0,0.15,0.075,0.44,0.44,1,[3056565.40423849]
10000000.0,0.15,0.075,0.44,0.46,1,[3195057.58808183]
10000000.0,0.15,0.075,0.44,0.48000000000000004,1,[3333459.16755815]
10000000.0,0.15,0.075,0.44,0.5,1,[3471755.41023318]
10000000.0,0.15,0.075,0.44,0.52,1,[3609928.52083489]
10000000.0,0.15,0.075,0.44,0.54,1,[3747956.83305981]
10000000.0,0.15,0.075,0.44,0.56,1,[3885813.73838962]
10000000.0,0.15,0.075,0.44,0.5800000000000001,1,[4023466.24830182]
10000000.0,0.15,0.075,0.44,0.6,1,[4160873.03755118]
10000000.0,0.15,0.075,0.44,0.62,1,[4297981.74045717]
10000000.0,0.15,0.075,0.44,0.64,1,[4434725.15177113]
10000000.0,0.15,0.075,0.44,0.66,1,[4571015.78780205]
10000000.0,0.15,0.075,0.44,0.68,1,[4706737.93605665]
10000000.0,0.15,0.075,0.44,0.7000000000000001,1,[4841735.75788638]
10000000.0,0.15,0.075,0.44,0.7200000000000001,1,[4975795.00491384]
10000000.0,0.15,0.075,0.44,0.74,1,[5108614.05387468]
10000000.0,0.15,0.075,0.44,0.76,1,[5239756.3795815]
10000000.0,0.15,0.075,0.44,0.78,1,[5368569.30464779]
10000000.0,0.15,0.075,0.44,0.8,1,[5494038.1785268]
10000000.0,0.15,0.075,0.44,0.8200000000000001,1,[5614508.88806028]
10000000.0,0.15,0.075,0.44,0.8400000000000001,1,[5727120.3827306]
10000000.0,0.15,0.075,0.44,0.86,1,[5826533.73626985]
10000000.0,0.15,0.075,0.44,0.88,1,[5901726.68558865]
10000000.0,0.15,0.075,0.44,0.9,1,[5926478.8986429]
10000000.0,0.15,0.075,0.44,0.92,1,[5823462.97443491]
10000000.0,0.15,0.075,0.44,0.9400000000000001,1,[5261993.37362216]
10000000.0,0.15,0.075,0.44,0.9600000000000001,1,[1179280.77022938]
10000000.0,0.15,0.075,0.46,0.02,1,[136368.83407559]
10000000.0,0.15,0.075,0.46,0.04,1,[272733.43732118]
10000000.0,0.15,0.075,0.46,0.06,1,[409092.53942168]
10000000.0,0.15,0.075,0.46,0.08,1,[545445.02830763]
10000000.0,0.15,0.075,0.46,0.1,1,[681789.80763523]
10000000.0,0.15,0.075,0.46,0.12000000000000001,1,[818125.74057137]
10000000.0,0.15,0.075,0.46,0.13999999999999999,1,[954451.6156978]
10000000.0,0.15,0.075,0.46,0.16,1,[1090766.12018151]
10000000.0,0.15,0.075,0.46,0.18,1,[1227067.81481117]
10000000.0,0.15,0.075,0.46,0.19999999999999998,1,[1363355.10829544]
10000000.0,0.15,0.075,0.46,0.22,1,[1499626.22918556]
10000000.0,0.15,0.075,0.46,0.24,1,[1635879.19410655]
10000000.0,0.15,0.075,0.46,0.26,1,[1772111.77101839]
10000000.0,0.15,0.075,0.46,0.28,1,[1908321.43610365]
10000000.0,0.15,0.075,0.46,0.30000000000000004,1,[2044505.32263054]
10000000.0,0.15,0.075,0.46,0.32,1,[2180660.159773]
10000000.0,0.15,0.075,0.46,0.34,1,[2316782.19886119]
10000000.0,0.15,0.075,0.46,0.36000000000000004,1,[2452867.12385323]
10000000.0,0.15,0.075,0.46,0.38,1,[2588909.94190186]
10000000.0,0.15,0.075,0.46,0.4,1,[2724904.84865769]
10000000.0,0.15,0.075,0.46,0.42000000000000004,1,[2860845.06128293]
10000000.0,0.15,0.075,0.46,0.44,1,[2996722.60987374]
10000000.0,0.15,0.075,0.46,0.46,1,[3132528.07485329]
10000000.0,0.15,0.075,0.46,0.48000000000000004,1,[3268250.25352895]
10000000.0,0.15,0.075,0.46,0.5,1,[3403875.73284928]
10000000.0,0.15,0.075,0.46,0.52,1,[3539388.33660551]
10000000.0,0.15,0.075,0.46,0.54,1,[3674768.40259664]
10000000.0,0.15,0.075,0.46,0.56,1,[3809991.82657802]
10000000.0,0.15,0.075,0.46,0.5800000000000001,1,[3945028.78188514]
10000000.0,0.15,0.075,0.46,0.6,1,[4079841.98116324]
10000000.0,0.15,0.075,0.46,0.62,1,[4214384.28080954]
10000000.0,0.15,0.075,0.46,0.64,1,[4348595.32449128]
10000000.0,0.15,0.075,0.46,0.66,1,[4482396.75306789]
10000000.0,0.15,0.075,0.46,0.68,1,[4615685.22687408]
10000000.0,0.15,0.075,0.46,0.7000000000000001,1,[4748322.02404314]
10000000.0,0.15,0.075,0.46,0.7200000000000001,1,[4880117.12424307]
10000000.0,0.15,0.075,0.46,0.74,1,[5010804.11633972]
10000000.0,0.15,0.075,0.46,0.76,1,[5139999.25412116]
10000000.0,0.15,0.075,0.46,0.78,1,[5267131.90727288]
10000000.0,0.15,0.075,0.46,0.8,1,[5391320.67559698]
10000000.0,0.15,0.075,0.46,0.8200000000000001,1,[5511139.74517164]
10000000.0,0.15,0.075,0.46,0.8400000000000001,1,[5624146.27417132]
10000000.0,0.15,0.075,0.46,0.86,1,[5725836.32584109]
10000000.0,0.15,0.075,0.46,0.88,1,[5807058.26263841]
10000000.0,0.15,0.075,0.46,0.9,1,[5846521.56608194]
10000000.0,0.15,0.075,0.46,0.92,1,[5783547.054627]
10000000.0,0.15,0.075,0.46,0.9400000000000001,1,[5374050.60720706]
10000000.0,0.15,0.075,0.46,0.9600000000000001,1,[2570593.51796837]
10000000.0,0.15,0.075,0.48000000000000004,0.02,1,[133613.88252823]
10000000.0,0.15,0.075,0.48000000000000004,0.04,1,[267223.78800613]
10000000.0,0.15,0.075,0.48000000000000004,0.06,1,[400828.52082475]
10000000.0,0.15,0.075,0.48000000000000004,0.08,1,[534427.03847137]
10000000.0,0.15,0.075,0.48000000000000004,0.1,1,[668018.31528572]
10000000.0,0.15,0.075,0.48000000000000004,0.12000000000000001,1,[801601.28935071]
10000000.0,0.15,0.075,0.48000000000000004,0.13999999999999999,1,[935174.83049608]
10000000.0,0.15,0.075,0.48000000000000004,0.16,1,[1068737.71528151]
10000000.0,0.15,0.075,0.48000000000000004,0.18,1,[1202288.60384032]
10000000.0,0.15,0.075,0.48000000000000004,0.19999999999999998,1,[1335826.01612935]
10000000.0,0.15,0.075,0.48000000000000004,0.22,1,[1469348.30605509]
10000000.0,0.15,0.075,0.48000000000000004,0.24,1,[1602853.63225833]
10000000.0,0.15,0.075,0.48000000000000004,0.26,1,[1736339.92438316]
10000000.0,0.15,0.075,0.48000000000000004,0.28,1,[1869804.84354928]
10000000.0,0.15,0.075,0.48000000000000004,0.30000000000000004,1,[2003245.73552534]
10000000.0,0.15,0.075,0.48000000000000004,0.32,1,[2136659.57477185]
10000000.0,0.15,0.075,0.48000000000000004,0.34,1,[2270042.89706559]
10000000.0,0.15,0.075,0.48000000000000004,0.36000000000000004,1,[2403391.7178036]
10000000.0,0.15,0.075,0.48000000000000004,0.38,1,[2536701.43226117]
10000000.0,0.15,0.075,0.48000000000000004,0.4,1,[2669966.69297334]
10000000.0,0.15,0.075,0.48000000000000004,0.42000000000000004,1,[2803181.2579144]
10000000.0,0.15,0.075,0.48000000000000004,0.44,1,[2936337.80111432]
10000000.0,0.15,0.075,0.48000000000000004,0.46,1,[3069427.67454954]
10000000.0,0.15,0.075,0.48000000000000004,0.48000000000000004,1,[3202440.60624961]
10000000.0,0.15,0.075,0.48000000000000004,0.5,1,[3335364.31408052]
10000000.0,0.15,0.075,0.48000000000000004,0.52,1,[3468184.00685502]
10000000.0,0.15,0.075,0.48000000000000004,0.54,1,[3600881.73313907]
10000000.0,0.15,0.075,0.48000000000000004,0.56,1,[3733435.52158301]
10000000.0,0.15,0.075,0.48000000000000004,0.5800000000000001,1,[3865818.23196057]
10000000.0,0.15,0.075,0.48000000000000004,0.6,1,[3997995.99872714]
10000000.0,0.15,0.075,0.48000000000000004,0.62,1,[4129926.09113674]
10000000.0,0.15,0.075,0.48000000000000004,0.64,1,[4261553.92274326]
10000000.0,0.15,0.075,0.48000000000000004,0.66,1,[4392808.79569987]
10000000.0,0.15,0.075,0.48000000000000004,0.68,1,[4523597.72079289]
10000000.0,0.15,0.075,0.48000000000000004,0.7000000000000001,1,[4653796.23680529]
10000000.0,0.15,0.075,0.48000000000000004,0.7200000000000001,1,[4783234.4168687]
10000000.0,0.15,0.075,0.48000000000000004,0.74,1,[4911674.90312679]
10000000.0,0.15,0.075,0.48000000000000004,0.76,1,[5038777.24235064]
10000000.0,0.15,0.075,0.48000000000000004,0.78,1,[5164037.65084018]
10000000.0,0.15,0.075,0.48000000000000004,0.8,1,[5286682.43369413]
10000000.0,0.15,0.075,0.48000000000000004,0.8200000000000001,1,[5405468.56770816]
10000000.0,0.15,0.075,0.48000000000000004,0.8400000000000001,1,[5518284.19344969]
10000000.0,0.15,0.075,0.48000000000000004,0.86,1,[5621276.6157913]
10000000.0,0.15,0.075,0.48000000000000004,0.88,1,[5706725.43029948]
10000000.0,0.15,0.075,0.48000000000000004,0.9,1,[5757012.58124422]
10000000.0,0.15,0.075,0.48000000000000004,0.92,1,[5723367.75422912]
10000000.0,0.15,0.075,0.48000000000000004,0.9400000000000001,1,[5419379.96534914]
10000000.0,0.15,0.075,0.48000000000000004,0.9600000000000001,1,[3444084.5647444]
10000000.0,0.15,0.075,0.5,0.02,1,[130838.8522288]
10000000.0,0.15,0.075,0.5,0.04,1,[261673.95357306]
10000000.0,0.15,0.075,0.5,0.06,1,[392504.1752758]
10000000.0,0.15,0.075,0.5,0.08,1,[523328.5367428]
10000000.0,0.15,0.075,0.5,0.1,1,[654146.07507125]
10000000.0,0.15,0.075,0.5,0.12000000000000001,1,[784955.79473186]
10000000.0,0.15,0.075,0.5,0.13999999999999999,1,[915756.63744012]
10000000.0,0.15,0.075,0.5,0.16,1,[1046547.45873842]
10000000.0,0.15,0.075,0.5,0.18,1,[1177327.00642449]
10000000.0,0.15,0.075,0.5,0.19999999999999998,1,[1308093.89850571]
10000000.0,0.15,0.075,0.5,0.22,1,[1438846.59924405]
10000000.0,0.15,0.075,0.5,0.24,1,[1569583.39215939]
10000000.0,0.15,0.075,0.5,0.26,1,[1700302.34890765]
10000000.0,0.15,0.075,0.5,0.28,1,[1831001.2928574]
10000000.0,0.15,0.075,0.5,0.30000000000000004,1,[1961677.75599076]
10000000.0,0.15,0.075,0.5,0.32,1,[2092328.92745679]
10000000.0,0.15,0.075,0.5,0.34,1,[2222951.59169267]
10000000.0,0.15,0.075,0.5,0.36000000000000004,1,[2353542.0534726]
10000000.0,0.15,0.075,0.5,0.38,1,[2484096.04650001]
10000000.0,0.15,0.075,0.5,0.4,1,[2614608.62115994]
10000000.0,0.15,0.075,0.5,0.42000000000000004,1,[2745074.00570059]
10000000.0,0.15,0.075,0.5,0.44,1,[2875485.43327851]
10000000.0,0.15,0.075,0.5,0.46,1,[3005834.92478166]
10000000.0,0.15,0.075,0.5,0.48000000000000004,1,[3136113.01384531]
10000000.0,0.15,0.075,0.5,0.5,1,[3266308.39556031]
10000000.0,0.15,0.075,0.5,0.52,1,[3396407.47338228]
10000000.0,0.15,0.075,0.5,0.54,1,[3526393.76867001]
10000000.0,0.15,0.075,0.5,0.56,1,[3656247.14253296]
10000000.0,0.15,0.075,0.5,0.5800000000000001,1,[3785942.75774037]
10000000.0,0.15,0.075,0.5,0.6,1,[3915449.6752717]
10000000.0,0.15,0.075,0.5,0.62,1,[4044728.92893826]
10000000.0,0.15,0.075,0.5,0.64,1,[4173730.84097087]
10000000.0,0.15,0.075,0.5,0.66,1,[4302391.21170717]
10000000.0,0.15,0.075,0.5,0.68,1,[4430625.80202083]
10000000.0,0.15,0.075,0.5,0.7000000000000001,1,[4558322.16232354]
10000000.0,0.15,0.075,0.5,0.7200000000000001,1,[4685327.22128467]
10000000.0,0.15,0.075,0.5,0.74,1,[4811427.88067932]
10000000.0,0.15,0.075,0.5,0.76,1,[4936319.64825521]
10000000.0,0.15,0.075,0.5,0.78,1,[5059553.93166836]
10000000.0,0.15,0.075,0.5,0.8,1,[5180445.33599165]
10000000.0,0.15,0.075,0.5,0.8200000000000001,1,[5297899.43906207]
10000000.0,0.15,0.075,0.5,0.8400000000000001,1,[5410070.70914671]
10000000.0,0.15,0.075,0.5,0.86,1,[5513623.77234161]
10000000.0,0.15,0.075,0.5,0.88,1,[5601956.18763289]
10000000.0,0.15,0.075,0.5,0.9,1,[5660252.7626942]
10000000.0,0.15,0.075,0.5,0.92,1,[5648521.07367005]
10000000.0,0.15,0.075,0.5,0.9400000000000001,1,[5420370.27411037]
10000000.0,0.15,0.075,0.5,0.9600000000000001,1,[3976367.21140096]
10000000.0,0.15,0.075,0.52,0.02,1,[128046.41766788]
10000000.0,0.15,0.075,0.52,0.04,1,[256089.28662527]
10000000.0,0.15,0.075,0.52,0.06,1,[384127.53822553]
10000000.0,0.15,0.075,0.52,0.08,1,[512160.24725425]
10000000.0,0.15,0.075,0.52,0.1,1,[640186.50679762]
10000000.0,0.15,0.075,0.52,0.12000000000000001,1,[768205.3804464]
10000000.0,0.15,0.075,0.52,0.13999999999999999,1,[896215.87383761]
10000000.0,0.15,0.075,0.52,0.16,1,[1024216.91265572]
10000000.0,0.15,0.075,0.52,0.18,1,[1152207.32245935]
10000000.0,0.15,0.075,0.52,0.19999999999999998,1,[1280185.80813367]
10000000.0,0.15,0.075,0.52,0.22,1,[1408150.93161711]
10000000.0,0.15,0.075,0.52,0.24,1,[1536101.08684547]
10000000.0,0.15,0.075,0.52,0.26,1,[1664034.47090851]
10000000.0,0.15,0.075,0.52,0.28,1,[1791949.05033364]
10000000.0,0.15,0.075,0.52,0.30000000000000004,1,[1919842.52123308]
10000000.0,0.15,0.075,0.52,0.32,1,[2047712.26178021]
10000000.0,0.15,0.075,0.52,0.34,1,[2175555.27510563]
10000000.0,0.15,0.075,0.52,0.36000000000000004,1,[2303368.12019777]
10000000.0,0.15,0.075,0.52,0.38,1,[2431146.82771578]
10000000.0,0.15,0.075,0.52,0.4,1,[2558886.79671545]
10000000.0,0.15,0.075,0.52,0.42000000000000004,1,[2686582.6670647]
10000000.0,0.15,0.075,0.52,0.44,1,[2814228.16066261]
10000000.0,0.15,0.075,0.52,0.46,1,[2941815.88229365]
10000000.0,0.15,0.075,0.52,0.48000000000000004,1,[3069337.0677853]
10000000.0,0.15,0.075,0.52,0.5,1,[3196781.26269971]
10000000.0,0.15,0.075,0.52,0.52,1,[3324135.90848881]
10000000.0,0.15,0.075,0.52,0.54,1,[3451385.8039735]
10000000.0,0.15,0.075,0.52,0.56,1,[3578512.39676164]
10000000.0,0.15,0.075,0.52,0.5800000000000001,1,[3705492.83956722]
10000000.0,0.15,0.075,0.52,0.6,1,[3832298.71672422]
10000000.0,0.15,0.075,0.52,0.62,1,[3958894.30054916]
10000000.0,0.15,0.075,0.52,0.64,1,[4085234.1255266]
10000000.0,0.15,0.075,0.52,0.66,1,[4211259.55311692]
10000000.0,0.15,0.075,0.52,0.68,1,[4336893.81017879]
10000000.0,0.15,0.075,0.52,0.7000000000000001,1,[4462034.66224247]
10000000.0,0.15,0.075,0.52,0.7200000000000001,1,[4586543.31988604]
10000000.0,0.15,0.075,0.52,0.74,1,[4710227.15546913]
10000000.0,0.15,0.075,0.52,0.76,1,[4832811.87861847]
10000000.0,0.15,0.075,0.52,0.78,1,[4953894.99919361]
10000000.0,0.15,0.075,0.52,0.8,1,[5072864.41561961]
10000000.0,0.15,0.075,0.52,0.8200000000000001,1,[5188748.12806684]
10000000.0,0.15,0.075,0.52,0.8400000000000001,1,[5299918.01827475]
10000000.0,0.15,0.075,0.52,0.86,1,[5403456.22308403]
10000000.0,0.15,0.075,0.52,0.88,1,[5493649.27620413]
10000000.0,0.15,0.075,0.52,0.9,1,[5557865.88968041]
10000000.0,0.15,0.075,0.52,0.92,1,[5562749.57971058]
10000000.0,0.15,0.075,0.52,0.9400000000000001,1,[5390644.91627307]
10000000.0,0.15,0.075,0.52,0.9600000000000001,1,[4301104.45557471]
10000000.0,0.15,0.075,0.54,0.02,1,[125238.84564988]
10000000.0,0.15,0.075,0.54,0.04,1,[250474.32376987]
10000000.0,0.15,0.075,0.54,0.06,1,[375705.4199945]
10000000.0,0.15,0.075,0.54,0.08,1,[500931.2588489]
10000000.0,0.15,0.075,0.54,0.1,1,[626150.98358323]
10000000.0,0.15,0.075,0.54,0.12000000000000001,1,[751363.71066528]
10000000.0,0.15,0.075,0.54,0.13999999999999999,1,[876568.50282395]
10000000.0,0.15,0.075,0.54,0.16,1,[1001764.34831635]
10000000.0,0.15,0.075,0.54,0.18,1,[1126950.14199513]
10000000.0,0.15,0.075,0.54,0.19999999999999998,1,[1252124.66608494]
10000000.0,0.15,0.075,0.54,0.22,1,[1377286.56939197]
10000000.0,0.15,0.075,0.54,0.24,1,[1502434.34395572]
10000000.0,0.15,0.075,0.54,0.26,1,[1627566.29820722]
10000000.0,0.15,0.075,0.54,0.28,1,[1752680.52562805]
10000000.0,0.15,0.075,0.54,0.30000000000000004,1,[1877774.867742]
10000000.0,0.15,0.075,0.54,0.32,1,[2002846.87002532]
10000000.0,0.15,0.075,0.54,0.34,1,[2127893.72897722]
10000000.0,0.15,0.075,0.54,0.36000000000000004,1,[2252912.22813044]
10000000.0,0.15,0.075,0.54,0.38,1,[2377898.66016221]
10000000.0,0.15,0.075,0.54,0.4,1,[2502848.73143713]
10000000.0,0.15,0.075,0.54,0.42000000000000004,1,[2627757.4441964]
10000000.0,0.15,0.075,0.54,0.44,1,[2752618.95009165]
10000000.0,0.15,0.075,0.54,0.46,1,[2877426.36668329]
10000000.0,0.15,0.075,0.54,0.48000000000000004,1,[3002171.54564631]
10000000.0,0.15,0.075,0.54,0.5,1,[3126844.77739621]
10000000.0,0.15,0.075,0.54,0.52,1,[3251434.41113357]
10000000.0,0.15,0.075,0.54,0.54,1,[3375926.36109476]
10000000.0,0.15,0.075,0.54,0.56,1,[3500303.45782382]
10000000.0,0.15,0.075,0.54,0.5800000000000001,1,[3624544.5855501]
10000000.0,0.15,0.075,0.54,0.6,1,[3748623.52004128]
10000000.0,0.15,0.075,0.54,0.62,1,[3872507.34029283]
10000000.0,0.15,0.075,0.54,0.64,1,[3996154.22315789]
10000000.0,0.15,0.075,0.54,0.66,1,[4119510.32703179]
10000000.0,0.15,0.075,0.54,0.68,1,[4242505.30144652]
10000000.0,0.15,0.075,0.54,0.7000000000000001,1,[4365045.67337865]
10000000.0,0.15,0.075,0.54,0.7200000000000001,1,[4487004.86224575]
10000000.0,0.15,0.075,0.54,0.74,1,[4608207.67432236]
10000000.0,0.15,0.075,0.54,0.76,1,[4728405.43191003]
10000000.0,0.15,0.075,0.54,0.78,1,[4847234.55148167]
10000000.0,0.15,0.075,0.54,0.8,1,[4964144.43430882]
10000000.0,0.15,0.075,0.54,0.8200000000000001,1,[5078265.11792904]
10000000.0,0.15,0.075,0.54,0.8400000000000001,1,[5188148.21800052]
10000000.0,0.15,0.075,0.54,0.86,1,[5291217.52024923]
10000000.0,0.15,0.075,0.54,0.88,1,[5382477.47061882]
10000000.0,0.15,0.075,0.54,0.9,1,[5451029.04084651]
10000000.0,0.15,0.075,0.54,0.92,1,[5468641.95393695]
10000000.0,0.15,0.075,0.54,0.9400000000000001,1,[5338893.93349882]
10000000.0,0.15,0.075,0.54,0.9600000000000001,1,[4495456.82935488]
10000000.0,0.15,0.075,0.56,0.02,1,[122418.06182293]
10000000.0,0.15,0.075,0.56,0.04,1,[244832.91879821]
10000000.0,0.15,0.075,0.56,0.06,1,[367243.60576622]
10000000.0,0.15,0.075,0.56,0.08,1,[489649.29209104]
10000000.0,0.15,0.075,0.56,0.1,1,[612049.16613642]
10000000.0,0.15,0.075,0.56,0.12000000000000001,1,[734442.39184409]
10000000.0,0.15,0.075,0.56,0.13999999999999999,1,[856828.08313324]
10000000.0,0.15,0.075,0.56,0.16,1,[979205.28430232]
10000000.0,0.15,0.075,0.56,0.18,1,[1101572.95220255]
10000000.0,0.15,0.075,0.56,0.19999999999999998,1,[1223929.9381906]
10000000.0,0.15,0.075,0.56,0.22,1,[1346274.96865212]
10000000.0,0.15,0.075,0.56,0.24,1,[1468606.62316392]
10000000.0,0.15,0.075,0.56,0.26,1,[1590923.30942034]
10000000.0,0.15,0.075,0.56,0.28,1,[1713223.23398731]
10000000.0,0.15,0.075,0.56,0.30000000000000004,1,[1835504.36780078]
10000000.0,0.15,0.075,0.56,0.32,1,[1957764.40509922]
10000000.0,0.15,0.075,0.56,0.34,1,[2080000.71416476]
10000000.0,0.15,0.075,0.56,0.36000000000000004,1,[2202210.2778219]
10000000.0,0.15,0.075,0.56,0.38,1,[2324389.62107418]
10000000.0,0.15,0.075,0.56,0.4,1,[2446534.72249782]
10000000.0,0.15,0.075,0.56,0.42000000000000004,1,[2568640.90498643]
10000000.0,0.15,0.075,0.56,0.44,1,[2690702.70005138]
10000000.0,0.15,0.075,0.56,0.46,1,[2812713.67798008]
10000000.0,0.15,0.075,0.56,0.48000000000000004,1,[2934666.23352327]
10000000.0,0.15,0.075,0.56,0.5,1,[3056551.31310246]
10000000.0,0.15,0.075,0.56,0.52,1,[3178358.06431804]
10000000.0,0.15,0.075,0.56,0.54,1,[3300073.38106098]
10000000.0,0.15,0.075,0.56,0.56,1,[3421681.30664724]
10000000.0,0.15,0.075,0.56,0.5800000000000001,1,[3543162.24130096]
10000000.0,0.15,0.075,0.56,0.6,1,[3664491.87610925]
10000000.0,0.15,0.075,0.56,0.62,1,[3785639.7384922]
10000000.0,0.15,0.075,0.56,0.64,1,[3906567.17625266]
10000000.0,0.15,0.075,0.56,0.66,1,[4027224.51455911]
10000000.0,0.15,0.075,0.56,0.68,1,[4147546.96823373]
10000000.0,0.15,0.075,0.56,0.7000000000000001,1,[4267448.63557813]
10000000.0,0.15,0.075,0.56,0.7200000000000001,1,[4386813.45468384]
10000000.0,0.15,0.075,0.56,0.74,1,[4505481.20143573]
10000000.0,0.15,0.075,0.56,0.76,1,[4623225.10605627]
10000000.0,0.15,0.075,0.56,0.78,1,[4739714.71740535]
10000000.0,0.15,0.075,0.56,0.8,1,[4854451.54327183]
10000000.0,0.15,0.075,0.56,0.8200000000000001,1,[4966651.54458048]
10000000.0,0.15,0.075,0.56,0.8400000000000001,1,[5075016.57581104]
10000000.0,0.15,0.075,0.56,0.86,1,[5177253.40167698]
10000000.0,0.15,0.075,0.56,0.88,1,[5268954.12029328]
10000000.0,0.15,0.075,0.56,0.9,1,[5340615.17287684]
10000000.0,0.15,0.075,0.56,0.92,1,[5368040.57493909]
10000000.0,0.15,0.075,0.56,0.9400000000000001,1,[5270884.26847174]
10000000.0,0.15,0.075,0.56,0.9600000000000001,1,[4604304.99300965]
10000000.0,0.15,0.075,0.5800000000000001,0.02,1,[119585.70159613]
10000000.0,0.15,0.075,0.5800000000000001,0.04,1,[239168.34461313]
10000000.0,0.15,0.075,0.5800000000000001,0.06,1,[358747.00864867]
10000000.0,0.15,0.075,0.5800000000000001,0.08,1,[478320.903618]
10000000.0,0.15,0.075,0.5800000000000001,0.1,1,[597889.25858848]
10000000.0,0.15,0.075,0.5800000000000001,0.12000000000000001,1,[717451.28026557]
10000000.0,0.15,0.075,0.5800000000000001,0.13999999999999999,1,[837006.12862169]
10000000.0,0.15,0.075,0.5800000000000001,0.16,1,[956552.89831925]
10000000.0,0.15,0.075,0.5800000000000001,0.18,1,[1076090.60187466]
10000000.0,0.15,0.075,0.5800000000000001,0.19999999999999998,1,[1195618.15266064]
10000000.0,0.15,0.075,0.5800000000000001,0.22,1,[1315134.34659932]
10000000.0,0.15,0.075,0.5800000000000001,0.24,1,[1434637.84166672]
10000000.0,0.15,0.075,0.5800000000000001,0.26,1,[1554127.13438794]
10000000.0,0.15,0.075,0.5800000000000001,0.28,1,[1673600.53244844]
10000000.0,0.15,0.075,0.5800000000000001,0.30000000000000004,1,[1793056.12241184]
10000000.0,0.15,0.075,0.5800000000000001,0.32,1,[1912491.73132596]
10000000.0,0.15,0.075,0.5800000000000001,0.34,1,[2031904.88070749]
10000000.0,0.15,0.075,0.5800000000000001,0.36000000000000004,1,[2151292.73100318]
10000000.0,0.15,0.075,0.5800000000000001,0.38,1,[2270652.01409989]
10000000.0,0.15,0.075,0.5800000000000001,0.4,1,[2389978.95075401]
10000000.0,0.15,0.075,0.5800000000000001,0.42000000000000004,1,[2509269.14886593]
10000000.0,0.15,0.075,0.5800000000000001,0.44,1,[2628517.47724565]
10000000.0,0.15,0.075,0.5800000000000001,0.46,1,[2747717.90776557]
10000000.0,0.15,0.075,0.5800000000000001,0.48000000000000004,1,[2866863.31637915]
10000000.0,0.15,0.075,0.5800000000000001,0.5,1,[2985945.23010674]
10000000.0,0.15,0.075,0.5800000000000001,0.52,1,[3104953.50231342]
10000000.0,0.15,0.075,0.5800000000000001,0.54,1,[3223875.89176001]
10000000.0,0.15,0.075,0.5800000000000001,0.56,1,[3342697.51095999]
10000000.0,0.15,0.075,0.5800000000000001,0.5800000000000001,1,[3461400.09468863]
10000000.0,0.15,0.075,0.5800000000000001,0.6,1,[3579961.0174413]
10000000.0,0.15,0.075,0.5800000000000001,0.62,1,[3698351.9549168]
10000000.0,0.15,0.075,0.5800000000000001,0.64,1,[3816537.03197949]
10000000.0,0.15,0.075,0.5800000000000001,0.66,1,[3934470.21558686]
10000000.0,0.15,0.075,0.5800000000000001,0.68,1,[4052091.57384269]
10000000.0,0.15,0.075,0.5800000000000001,0.7000000000000001,1,[4169321.79149013]
10000000.0,0.15,0.075,0.5800000000000001,0.7200000000000001,1,[4286053.93198246]
10000000.0,0.15,0.075,0.5800000000000001,0.74,1,[4402140.71803338]
10000000.0,0.15,0.075,0.5800000000000001,0.76,1,[4517374.26145491]
10000000.0,0.15,0.075,0.5800000000000001,0.78,1,[4631452.55251012]
10000000.0,0.15,0.075,0.5800000000000001,0.8,1,[4743921.62018957]
10000000.0,0.15,0.075,0.5800000000000001,0.8200000000000001,1,[4854070.43705846]
10000000.0,0.15,0.075,0.5800000000000001,0.8400000000000001,1,[4960727.67266628]
10000000.0,0.15,0.075,0.5800000000000001,0.86,1,[5061836.9867328]
10000000.0,0.15,0.075,0.5800000000000001,0.88,1,[5153477.23756957]
10000000.0,0.15,0.075,0.5800000000000001,0.9,1,[5227284.33806001]
10000000.0,0.15,0.075,0.5800000000000001,0.92,1,[5262288.89618922]
10000000.0,0.15,0.075,0.5800000000000001,0.9400000000000001,1,[5190573.05176763]
10000000.0,0.15,0.075,0.5800000000000001,0.9600000000000001,1,[4654805.90212238]
10000000.0,0.15,0.075,0.6,0.02,1,[116743.14848435]
10000000.0,0.15,0.075,0.6,0.04,1,[233483.36999034]
10000000.0,0.15,0.075,0.6,0.06,1,[350219.78494788]
10000000.0,0.15,0.075,0.6,0.08,1,[466951.6400461]
10000000.0,0.15,0.075,0.6,0.1,1,[583678.20117814]
10000000.0,0.15,0.075,0.6,0.12000000000000001,1,[700398.71367795]
10000000.0,0.15,0.075,0.6,0.13999999999999999,1,[817112.37906739]
10000000.0,0.15,0.075,0.6,0.16,1,[933818.33740189]
10000000.0,0.15,0.075,0.6,0.18,1,[1050515.65132467]
10000000.0,0.15,0.075,0.6,0.19999999999999998,1,[1167203.29000928]
10000000.0,0.15,0.075,0.6,0.22,1,[1283880.11189792]
10000000.0,0.15,0.075,0.6,0.24,1,[1400544.84540342]
10000000.0,0.15,0.075,0.6,0.26,1,[1517196.06680238]
10000000.0,0.15,0.075,0.6,0.28,1,[1633832.1744994]
10000000.0,0.15,0.075,0.6,0.30000000000000004,1,[1750451.35871836]
