100000000.0,0.1,0.07,0.44,0.42000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.44,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.46,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.48000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.5,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.52,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.54,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.56,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.5800000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.6,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.62,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.64,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.66,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.68,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.7000000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.7200000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.74,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.76,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.78,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.8,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.8200000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.8400000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.86,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.88,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.9,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.92,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.9400000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.9600000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.44,0.98,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.02,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.04,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.06,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.08,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.1,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.12000000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.13999999999999999,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.16,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.18,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.19999999999999998,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.22,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.24,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.26,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.28,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.30000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.32,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.34,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.36000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.38,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.4,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.42000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.44,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.46,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.48000000000000004,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.5,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.52,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.54,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.56,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.5800000000000001,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.6,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.62,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.64,1,10,[inf]
100000000.0,0.1,0.07,0.46,0.66,1,10,[inf]
