length_multiply,mpn_s,mpn_d,desired_p_decoy,desired_p_z_alice,factor_x_mud,SKR
10000000.0,0.15,0.075,0.18,0.22,3,[20301.60880022]
10000000.0,0.15,0.075,0.18,0.24,3,[21935.24906367]
10000000.0,0.15,0.075,0.18,0.26,3,[23523.99591198]
10000000.0,0.15,0.075,0.18,0.28,3,[25064.34282069]
10000000.0,0.15,0.075,0.18,0.30000000000000004,3,[26552.29289119]
10000000.0,0.15,0.075,0.18,0.32,3,[27983.28608786]
10000000.0,0.15,0.075,0.18,0.34,3,[29352.11029012]
10000000.0,0.15,0.075,0.18,0.36000000000000004,3,[30652.7926072]
10000000.0,0.15,0.075,0.18,0.38,3,[31878.46627696]
10000000.0,0.15,0.075,0.18,0.4,3,[33021.20700567]
10000000.0,0.15,0.075,0.18,0.42000000000000004,3,[34071.83065995]
10000000.0,0.15,0.075,0.18,0.44,3,[35019.64159643]
10000000.0,0.15,0.075,0.18,0.46,3,[35852.11732274]
10000000.0,0.15,0.075,0.18,0.48000000000000004,3,[36554.51020482]
10000000.0,0.15,0.075,0.18,0.5,3,[37109.33994669]
10000000.0,0.15,0.075,0.18,0.52,3,[37495.74062269]
10000000.0,0.15,0.075,0.18,0.54,3,[37688.61168523]
10000000.0,0.15,0.075,0.18,0.56,3,[37657.50132379]
10000000.0,0.15,0.075,0.18,0.5800000000000001,3,[37365.11917815]
10000000.0,0.15,0.075,0.18,0.6,3,[36765.327788]
10000000.0,0.15,0.075,0.18,0.62,3,[35800.38842826]
10000000.0,0.15,0.075,0.18,0.64,3,[34397.12029467]
10000000.0,0.15,0.075,0.18,0.66,3,[32461.44283603]
10000000.0,0.15,0.075,0.18,0.68,3,[29870.45600879]
10000000.0,0.15,0.075,0.18,0.7000000000000001,3,[26460.67263677]
10000000.0,0.15,0.075,0.18,0.7200000000000001,3,[22010.05745774]
10000000.0,0.15,0.075,0.18,0.74,3,[16209.7573433]
10000000.0,0.15,0.075,0.18,0.76,3,[8617.99503784]
10000000.0,0.15,0.075,0.19999999999999998,0.02,3,[1731.82611969]
10000000.0,0.15,0.075,0.19999999999999998,0.04,3,[3433.59213805]
10000000.0,0.15,0.075,0.19999999999999998,0.06,3,[5107.34514158]
10000000.0,0.15,0.075,0.19999999999999998,0.08,3,[6753.53764674]
10000000.0,0.15,0.075,0.19999999999999998,0.1,3,[8371.99599973]
10000000.0,0.15,0.075,0.19999999999999998,0.12000000000000001,3,[9962.13423223]
10000000.0,0.15,0.075,0.19999999999999998,0.13999999999999999,3,[11523.04330957]
10000000.0,0.15,0.075,0.19999999999999998,0.16,3,[13053.53137568]
10000000.0,0.15,0.075,0.19999999999999998,0.18,3,[14552.13869307]
10000000.0,0.15,0.075,0.19999999999999998,0.19999999999999998,3,[16017.13696735]
10000000.0,0.15,0.075,0.19999999999999998,0.22,3,[17446.51744012]
10000000.0,0.15,0.075,0.19999999999999998,0.24,3,[18837.9696852]
10000000.0,0.15,0.075,0.19999999999999998,0.26,3,[20188.85171755]
10000000.0,0.15,0.075,0.19999999999999998,0.28,3,[21496.15117993]
10000000.0,0.15,0.075,0.19999999999999998,0.30000000000000004,3,[22756.43672721]
10000000.0,0.15,0.075,0.19999999999999998,0.32,3,[23965.79813877]
10000000.0,0.15,0.075,0.19999999999999998,0.34,3,[25119.77306668]
10000000.0,0.15,0.075,0.19999999999999998,0.36000000000000004,3,[26213.25759969]
10000000.0,0.15,0.075,0.19999999999999998,0.38,3,[27240.39691949]
10000000.0,0.15,0.075,0.19999999999999998,0.4,3,[28194.45116284]
10000000.0,0.15,0.075,0.19999999999999998,0.42000000000000004,3,[29067.63006798]
10000000.0,0.15,0.075,0.19999999999999998,0.44,3,[29850.88792483]
10000000.0,0.15,0.075,0.19999999999999998,0.46,3,[30533.66754563]
10000000.0,0.15,0.075,0.19999999999999998,0.48000000000000004,3,[31103.57810779]
10000000.0,0.15,0.075,0.19999999999999998,0.5,3,[31545.98632232]
10000000.0,0.15,0.075,0.19999999999999998,0.52,3,[31843.492739]
10000000.0,0.15,0.075,0.19999999999999998,0.54,3,[31975.25402881]
10000000.0,0.15,0.075,0.19999999999999998,0.56,3,[31916.09609458]
10000000.0,0.15,0.075,0.19999999999999998,0.5800000000000001,3,[31635.33917635]
10000000.0,0.15,0.075,0.19999999999999998,0.6,3,[31095.2204075]
10000000.0,0.15,0.075,0.19999999999999998,0.62,3,[30248.74438388]
10000000.0,0.15,0.075,0.19999999999999998,0.64,3,[29036.70611768]
10000000.0,0.15,0.075,0.19999999999999998,0.66,3,[27383.4922051]
10000000.0,0.15,0.075,0.19999999999999998,0.68,3,[25191.037473]
10000000.0,0.15,0.075,0.19999999999999998,0.7000000000000001,3,[22329.92617223]
10000000.0,0.15,0.075,0.19999999999999998,0.7200000000000001,3,[18625.94555182]
10000000.0,0.15,0.075,0.19999999999999998,0.74,3,[13839.15904929]
10000000.0,0.15,0.075,0.19999999999999998,0.76,3,[7630.2092728]
10000000.0,0.15,0.075,0.22,0.02,3,[1199.87949777]
10000000.0,0.15,0.075,0.22,0.04,3,[2371.09117544]
10000000.0,0.15,0.075,0.22,0.06,3,[3515.69802233]
10000000.0,0.15,0.075,0.22,0.08,3,[4634.25267566]
10000000.0,0.15,0.075,0.22,0.1,3,[5726.70457332]
10000000.0,0.15,0.075,0.22,0.12000000000000001,3,[6792.60891587]
10000000.0,0.15,0.075,0.22,0.13999999999999999,3,[7831.21609752]
10000000.0,0.15,0.075,0.22,0.16,3,[8841.51357601]
10000000.0,0.15,0.075,0.22,0.18,3,[9822.24320603]
10000000.0,0.15,0.075,0.22,0.19999999999999998,3,[10771.90359138]
10000000.0,0.15,0.075,0.22,0.22,3,[11688.74185989]
10000000.0,0.15,0.075,0.22,0.24,3,[12570.73688464]
10000000.0,0.15,0.075,0.22,0.26,3,[13415.57469792]
10000000.0,0.15,0.075,0.22,0.28,3,[14220.61604618]
10000000.0,0.15,0.075,0.22,0.30000000000000004,3,[14982.85544394]
10000000.0,0.15,0.075,0.22,0.32,3,[15698.87056291]
10000000.0,0.15,0.075,0.22,0.34,3,[16364.76025723]
10000000.0,0.15,0.075,0.22,0.36000000000000004,3,[16976.06891304]
10000000.0,0.15,0.075,0.22,0.38,3,[17527.69406006]
10000000.0,0.15,0.075,0.22,0.4,3,[18013.77322441]
10000000.0,0.15,0.075,0.22,0.42000000000000004,3,[18427.54474633]
10000000.0,0.15,0.075,0.22,0.44,3,[18761.17560849]
10000000.0,0.15,0.075,0.22,0.46,3,[19005.54704856]
10000000.0,0.15,0.075,0.22,0.48000000000000004,3,[19149.98560754]
10000000.0,0.15,0.075,0.22,0.5,3,[19181.92292342]
10000000.0,0.15,0.075,0.22,0.52,3,[19086.46145852]
10000000.0,0.15,0.075,0.22,0.54,3,[18845.8145994]
10000000.0,0.15,0.075,0.22,0.56,3,[18438.57687583]
10000000.0,0.15,0.075,0.22,0.5800000000000001,3,[17838.76133665]
10000000.0,0.15,0.075,0.22,0.6,3,[17014.51305992]
10000000.0,0.15,0.075,0.22,0.62,3,[15926.36488641]
10000000.0,0.15,0.075,0.22,0.64,3,[14524.8345344]
10000000.0,0.15,0.075,0.22,0.66,3,[12747.05538602]
10000000.0,0.15,0.075,0.22,0.68,3,[10511.9582054]
10000000.0,0.15,0.075,0.22,0.7000000000000001,3,[7713.22614507]
10000000.0,0.15,0.075,0.22,0.7200000000000001,3,[4208.73244405]
10000000.0,0.15,0.075,0.24,0.02,3,[472.2274777]
10000000.0,0.15,0.075,0.24,0.04,3,[916.99998504]
10000000.0,0.15,0.075,0.24,0.06,3,[1336.38181754]
10000000.0,0.15,0.075,0.24,0.08,3,[1730.9996039]
10000000.0,0.15,0.075,0.24,0.1,3,[2100.89688286]
10000000.0,0.15,0.075,0.24,0.12000000000000001,3,[2445.73827046]
10000000.0,0.15,0.075,0.24,0.13999999999999999,3,[2764.89858505]
10000000.0,0.15,0.075,0.24,0.16,3,[3057.50572117]
10000000.0,0.15,0.075,0.24,0.18,3,[3322.45966789]
10000000.0,0.15,0.075,0.24,0.19999999999999998,3,[3558.43707745]
10000000.0,0.15,0.075,0.24,0.22,3,[3763.88578017]
10000000.0,0.15,0.075,0.24,0.24,3,[3937.01132298]
10000000.0,0.15,0.075,0.24,0.26,3,[4075.75637195]
10000000.0,0.15,0.075,0.24,0.28,3,[4177.77305843]
10000000.0,0.15,0.075,0.24,0.30000000000000004,3,[4240.38779913]
10000000.0,0.15,0.075,0.24,0.32,3,[4260.55764892]
10000000.0,0.15,0.075,0.24,0.34,3,[4234.81677386]
10000000.0,0.15,0.075,0.24,0.36000000000000004,3,[4159.21110241]
10000000.0,0.15,0.075,0.24,0.38,3,[4029.21857223]
10000000.0,0.15,0.075,0.24,0.4,3,[3839.65157922]
10000000.0,0.15,0.075,0.24,0.42000000000000004,3,[3584.53717801]
10000000.0,0.15,0.075,0.24,0.44,3,[3256.96917791]
10000000.0,0.15,0.075,0.24,0.46,3,[2848.92438105]
10000000.0,0.15,0.075,0.24,0.48000000000000004,3,[2351.03261203]
10000000.0,0.15,0.075,0.24,0.5,3,[1752.28658849]
10000000.0,0.15,0.075,0.24,0.52,3,[1039.67262365]
10000000.0,0.15,0.075,0.24,0.54,3,[197.69594821]
10000000.0,0.15,0.075,0.13999999999999999,0.02,4,[1350.22032322]
10000000.0,0.15,0.075,0.13999999999999999,0.04,4,[2688.21041076]
10000000.0,0.15,0.075,0.13999999999999999,0.06,4,[4014.69116099]
10000000.0,0.15,0.075,0.13999999999999999,0.08,4,[5329.62233243]
10000000.0,0.15,0.075,0.13999999999999999,0.1,4,[6632.73969908]
10000000.0,0.15,0.075,0.13999999999999999,0.12000000000000001,4,[7923.63634301]
10000000.0,0.15,0.075,0.13999999999999999,0.13999999999999999,4,[9201.7886667]
10000000.0,0.15,0.075,0.13999999999999999,0.16,4,[10466.56489645]
10000000.0,0.15,0.075,0.13999999999999999,0.18,4,[11717.22542343]
10000000.0,0.15,0.075,0.13999999999999999,0.19999999999999998,4,[12952.91815232]
10000000.0,0.15,0.075,0.13999999999999999,0.22,4,[14172.67006699]
10000000.0,0.15,0.075,0.13999999999999999,0.24,4,[15375.37541622]
10000000.0,0.15,0.075,0.13999999999999999,0.26,4,[16559.78050463]
10000000.0,0.15,0.075,0.13999999999999999,0.28,4,[17724.46480066]
10000000.0,0.15,0.075,0.13999999999999999,0.30000000000000004,4,[18867.81784743]
10000000.0,0.15,0.075,0.13999999999999999,0.32,4,[19988.01123783]
10000000.0,0.15,0.075,0.13999999999999999,0.34,4,[21082.96466106]
10000000.0,0.15,0.075,0.13999999999999999,0.36000000000000004,4,[22150.30471989]
10000000.0,0.15,0.075,0.13999999999999999,0.38,4,[23187.31482679]
10000000.0,0.15,0.075,0.13999999999999999,0.4,4,[24190.87397904]
10000000.0,0.15,0.075,0.13999999999999999,0.42000000000000004,4,[25157.38154038]
10000000.0,0.15,0.075,0.13999999999999999,0.44,4,[26082.66425431]
10000000.0,0.15,0.075,0.13999999999999999,0.46,4,[26961.86048823]
10000000.0,0.15,0.075,0.13999999999999999,0.48000000000000004,4,[27789.27502238]
10000000.0,0.15,0.075,0.13999999999999999,0.5,4,[28558.1953518]
10000000.0,0.15,0.075,0.13999999999999999,0.52,4,[29260.65716341]
10000000.0,0.15,0.075,0.13999999999999999,0.54,4,[29887.14192656]
10000000.0,0.15,0.075,0.13999999999999999,0.56,4,[30426.18268599]
10000000.0,0.15,0.075,0.13999999999999999,0.5800000000000001,4,[30863.84405859]
10000000.0,0.15,0.075,0.13999999999999999,0.6,4,[31183.02731952]
10000000.0,0.15,0.075,0.13999999999999999,0.62,4,[31362.52838665]
10000000.0,0.15,0.075,0.13999999999999999,0.64,4,[31375.74054934]
10000000.0,0.15,0.075,0.13999999999999999,0.66,4,[31188.83645981]
10000000.0,0.15,0.075,0.13999999999999999,0.68,4,[30758.17019749]
10000000.0,0.15,0.075,0.13999999999999999,0.7000000000000001,4,[30026.48269124]
10000000.0,0.15,0.075,0.13999999999999999,0.7200000000000001,4,[28917.2205355]
10000000.0,0.15,0.075,0.13999999999999999,0.74,4,[27325.7871034]
10000000.0,0.15,0.075,0.13999999999999999,0.76,4,[25105.62561204]
10000000.0,0.15,0.075,0.13999999999999999,0.78,4,[22045.2310324]
10000000.0,0.15,0.075,0.13999999999999999,0.8,4,[17828.45459412]
10000000.0,0.15,0.075,0.13999999999999999,0.8200000000000001,4,[11962.22041352]
10000000.0,0.15,0.075,0.13999999999999999,0.8400000000000001,4,[3636.10248023]
10000000.0,0.15,0.075,0.16,0.02,4,[1958.38122605]
10000000.0,0.15,0.075,0.16,0.04,4,[3905.38059194]
10000000.0,0.15,0.075,0.16,0.06,4,[5841.69309738]
10000000.0,0.15,0.075,0.16,0.08,4,[7767.33487883]
10000000.0,0.15,0.075,0.16,0.1,4,[9682.11717522]
10000000.0,0.15,0.075,0.16,0.12000000000000001,4,[11585.72067283]
10000000.0,0.15,0.075,0.16,0.13999999999999999,4,[13477.72052434]
10000000.0,0.15,0.075,0.16,0.16,4,[15357.59546854]
10000000.0,0.15,0.075,0.16,0.18,4,[17224.72947694]
10000000.0,0.15,0.075,0.16,0.19999999999999998,4,[19078.4088592]
10000000.0,0.15,0.075,0.16,0.22,4,[20917.81599206]
10000000.0,0.15,0.075,0.16,0.24,4,[22742.0201045]
10000000.0,0.15,0.075,0.16,0.26,4,[24549.96517351]
10000000.0,0.15,0.075,0.16,0.28,4,[26340.45474262]
10000000.0,0.15,0.075,0.16,0.30000000000000004,4,[28112.13328173]
10000000.0,0.15,0.075,0.16,0.32,4,[29863.46352016]
10000000.0,0.15,0.075,0.16,0.34,4,[31592.69897943]
10000000.0,0.15,0.075,0.16,0.36000000000000004,4,[33297.85068684]
10000000.0,0.15,0.075,0.16,0.38,4,[34976.64674333]
10000000.0,0.15,0.075,0.16,0.4,4,[36626.48302172]
10000000.0,0.15,0.075,0.16,0.42000000000000004,4,[38244.36274898]
10000000.0,0.15,0.075,0.16,0.44,4,[39826.82202841]
10000000.0,0.15,0.075,0.16,0.46,4,[41369.83741351]
10000000.0,0.15,0.075,0.16,0.48000000000000004,4,[42868.71035392]
10000000.0,0.15,0.075,0.16,0.5,4,[44317.92154274]
10000000.0,0.15,0.075,0.16,0.52,4,[45710.94568333]
10000000.0,0.15,0.075,0.16,0.54,4,[47040.01362044]
10000000.0,0.15,0.075,0.16,0.56,4,[48295.80362692]
10000000.0,0.15,0.075,0.16,0.5800000000000001,4,[49467.03608588]
10000000.0,0.15,0.075,0.16,0.6,4,[50539.93455688]
10000000.0,0.15,0.075,0.16,0.62,4,[51497.49914136]
10000000.0,0.15,0.075,0.16,0.64,4,[52318.51162743]
10000000.0,0.15,0.075,0.16,0.66,4,[52976.15005118]
10000000.0,0.15,0.075,0.16,0.68,4,[53436.02243588]
10000000.0,0.15,0.075,0.16,0.7000000000000001,4,[53653.31632522]
10000000.0,0.15,0.075,0.16,0.7200000000000001,4,[53568.56626259]
10000000.0,0.15,0.075,0.16,0.74,4,[53101.19540932]
10000000.0,0.15,0.075,0.16,0.76,4,[52139.34734911]
10000000.0,0.15,0.075,0.16,0.78,4,[50523.28488941]
10000000.0,0.15,0.075,0.16,0.8,4,[48017.10424302]
10000000.0,0.15,0.075,0.16,0.8200000000000001,4,[44258.02447901]
10000000.0,0.15,0.075,0.16,0.8400000000000001,4,[38659.67969246]
10000000.0,0.15,0.075,0.16,0.86,4,[30212.98318011]
10000000.0,0.15,0.075,0.16,0.88,4,[17033.81029751]
10000000.0,0.15,0.075,0.18,0.02,4,[2048.79953637]
10000000.0,0.15,0.075,0.18,0.04,4,[4086.89797863]
10000000.0,0.15,0.075,0.18,0.06,4,[6114.96488603]
10000000.0,0.15,0.075,0.18,0.08,4,[8133.05551878]
10000000.0,0.15,0.075,0.18,0.1,4,[10141.03508717]
10000000.0,0.15,0.075,0.18,0.12000000000000001,4,[12138.64748397]
10000000.0,0.15,0.075,0.18,0.13999999999999999,4,[14125.53936706]
10000000.0,0.15,0.075,0.18,0.16,4,[16101.26960498]
10000000.0,0.15,0.075,0.18,0.18,4,[18065.31178188]
10000000.0,0.15,0.075,0.18,0.19999999999999998,4,[20017.05249786]
10000000.0,0.15,0.075,0.18,0.22,4,[21955.78658632]
10000000.0,0.15,0.075,0.18,0.24,4,[23880.70969492]
10000000.0,0.15,0.075,0.18,0.26,4,[25790.90832824]
10000000.0,0.15,0.075,0.18,0.28,4,[27685.34723039]
10000000.0,0.15,0.075,0.18,0.30000000000000004,4,[29562.85381403]
10000000.0,0.15,0.075,0.18,0.32,4,[31422.0991818]
10000000.0,0.15,0.075,0.18,0.34,4,[33261.57511237]
10000000.0,0.15,0.075,0.18,0.36000000000000004,4,[35079.56618016]
10000000.0,0.15,0.075,0.18,0.38,4,[36874.11592389]
10000000.0,0.15,0.075,0.18,0.4,4,[38642.98565516]
10000000.0,0.15,0.075,0.18,0.42000000000000004,4,[40383.604073]
10000000.0,0.15,0.075,0.18,0.44,4,[42093.00528518]
10000000.0,0.15,0.075,0.18,0.46,4,[43767.75207562]
10000000.0,0.15,0.075,0.18,0.48000000000000004,4,[45403.84021763]
10000000.0,0.15,0.075,0.18,0.5,4,[46996.57819811]
10000000.0,0.15,0.075,0.18,0.52,4,[48540.43471069]
10000000.0,0.15,0.075,0.18,0.54,4,[50028.84343249]
10000000.0,0.15,0.075,0.18,0.56,4,[51453.95051177]
10000000.0,0.15,0.075,0.18,0.5800000000000001,4,[52806.28423033]
10000000.0,0.15,0.075,0.18,0.6,4,[54074.31745556]
10000000.0,0.15,0.075,0.18,0.62,4,[55243.88013112]
10000000.0,0.15,0.075,0.18,0.64,4,[56297.3584614]
10000000.0,0.15,0.075,0.18,0.66,4,[57212.58501897]
10000000.0,0.15,0.075,0.18,0.68,4,[57961.27170611]
10000000.0,0.15,0.075,0.18,0.7000000000000001,4,[58506.75086506]
10000000.0,0.15,0.075,0.18,0.7200000000000001,4,[58800.64194823]
10000000.0,0.15,0.075,0.18,0.74,4,[58777.80005433]
10000000.0,0.15,0.075,0.18,0.76,4,[58348.42356675]
10000000.0,0.15,0.075,0.18,0.78,4,[57385.27948668]
10000000.0,0.15,0.075,0.18,0.8,4,[55702.15089887]
10000000.0,0.15,0.075,0.18,0.8200000000000001,4,[53015.63607431]
10000000.0,0.15,0.075,0.18,0.8400000000000001,4,[48873.27015305]
10000000.0,0.15,0.075,0.18,0.86,4,[42507.89744253]
10000000.0,0.15,0.075,0.18,0.88,4,[32513.49248843]
10000000.0,0.15,0.075,0.18,0.9,4,[16027.8586078]
10000000.0,0.15,0.075,0.19999999999999998,0.02,4,[1777.74488188]
10000000.0,0.15,0.075,0.19999999999999998,0.04,4,[3545.35333074]
10000000.0,0.15,0.075,0.19999999999999998,0.06,4,[5303.47079703]
10000000.0,0.15,0.075,0.19999999999999998,0.08,4,[7052.18063003]
10000000.0,0.15,0.075,0.19999999999999998,0.1,4,[8791.3881313]
10000000.0,0.15,0.075,0.19999999999999998,0.12000000000000001,4,[10520.88463885]
10000000.0,0.15,0.075,0.19999999999999998,0.13999999999999999,4,[12240.37074362]
10000000.0,0.15,0.075,0.19999999999999998,0.16,4,[13949.4658933]
10000000.0,0.15,0.075,0.19999999999999998,0.18,4,[15647.71148393]
