length_multiply,mpn_s,mpn_d,desired_p_decoy,desired_p_z_alice,factor_x_mud,scale_factor_symbol,SKR
10000000.0,0.25,0.125,0.04,0.13999999999999999,1,2,5.711164228497891e-07
