Voltage (V),Transmission
-2.5,0.006016411693021606
-2.3,0.006876012596074657
-2.1,0.007840364212762395
-1.9,0.009148228990762631
-1.7,0.011411377273694637
-1.5,0.01359370717917266
-1.3,0.01623070472923997
-1.1,0.01992217409942549
-0.9,0.02638381138252759
-0.7,0.042299703056734264
-0.5,0.09825102767648475
-0.3,0.2169387746802801
-0.1,0.4328497677044248
0.1,0.6602182731893936
0.3,0.852103117144719
0.5,1.0
0.7,2.1147096972564148
0.9,17.55466213360797
1.1,46.742844102939145
