p_vacuum_z,len_vacuum_indices_x_long,len_Z_checked_dec,len_Z_checked_non_dec,gain_Z_non_dec,gain_Z_dec,gain_X_non_dec,gain_X_dec,XP_calc_non_dec,XP_calc_dec,len_wrong_detections_z,len_wrong_detections_x
0.8829787234042553,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
